Category,PalID,Link,SourceID,BranchID,DateObserved,CurrentStatus,CurrentPrice,PreviousStatus,PreviousPrice,PreviousDate,UDPRN,UMRRN,UPRN,Abode,HouseName,HouseNum,Street1,Street2,Sublocality,Locality,Town,Postcode,DeliveryPointSuffix
Withdrawn,12027919,https://www.rightmove.co.uk/property-for-sale/property-108396944.html,R108396944,R51955,03/11/2021 00:00:00,,,,2975000,27/10/2021 00:00:00,23870124,,217016180,,,12,CLAREVILLE STREET,,,,LONDON,SW7 5AW,1A
Withdrawn,13154131,https://www.rightmove.co.uk/property-for-sale/property-108035447.html,R108035447,R36189,03/11/2021 00:00:00,,,,625000,22/10/2021 00:00:00,17649476,,5059010,,,56,FORGE PLACE,,,,LONDON,NW1 8DQ,3P
Withdrawn,13154589,https://www.rightmove.co.uk/property-for-sale/property-110059832.html,R110059832,R218729,03/11/2021 00:00:00,,,,1675000,27/10/2021 00:00:00,17651680,,5011051,,,11,HEALEY STREET,,,,LONDON,NW1 8SR,1D
Withdrawn,13161971,https://www.rightmove.co.uk/property-for-sale/property-113342648.html,R113342648,R138212,03/11/2021 00:00:00,,,,1350000,22/10/2021 00:00:00,17809632,,202091366,,,2,HALSTOW ROAD,,,,LONDON,NW10 5DD,1B
Withdrawn,13162369,https://www.rightmove.co.uk/property-for-sale/property-114823535.html,R114823535,R215642,03/11/2021 00:00:00,,,,600000,26/10/2021 00:00:00,17810526,,202090123,,,832,HARROW ROAD,,,,LONDON,NW10 5JU,1L
Withdrawn,13168488,https://www.rightmove.co.uk/property-for-sale/property-114109625.html,R114109625,R190037,03/11/2021 00:00:00,,,,8250000,26/10/2021 00:00:00,17831850,,200056758,,,13,HAMPSTEAD WAY,,,,LONDON,NW11 7JE,1B
Withdrawn,13178241,https://www.rightmove.co.uk/property-for-sale/property-77478387.html,R77478387,R157658,03/11/2021 00:00:00,,,,9000000,20/10/2021 00:00:00,17680199,,5060694,,,7,NEW END,,,,LONDON,NW3 1JD,1L
Withdrawn,13179132,https://www.rightmove.co.uk/property-for-sale/property-114372326.html,R114372326,R138794,03/11/2021 00:00:00,,,,1495000,26/10/2021 00:00:00,17685506,,5020250,,,79,PARKHILL ROAD,,,,LONDON,NW3 2XY,1E
Withdrawn,13180525,https://www.rightmove.co.uk/property-for-sale/property-82759903.html,R82759903,R53189,03/11/2021 00:00:00,,,,2495000,27/10/2021 00:00:00,17696767,,5171500,,,597,FINCHLEY ROAD,,,,LONDON,NW3 7BS,1L
Withdrawn,13180705,https://www.rightmove.co.uk/property-for-sale/property-113078492.html,R113078492,R66289,03/11/2021 00:00:00,,,,3495000,20/10/2021 00:00:00,17697505,,5013007,,,44,PLATTS LANE,,,,LONDON,NW3 7NT,1D
Withdrawn,13187818,https://www.rightmove.co.uk/property-for-sale/property-112418681.html,R112418681,R66289,03/11/2021 00:00:00,,,,1400000,26/10/2021 00:00:00,17722879,,5024817,,,23,CHOLMLEY GARDENS,,,,LONDON,NW6 1AG,1E
Withdrawn,13187852,https://www.rightmove.co.uk/property-for-sale/property-106938188.html,R106938188,R53189,03/11/2021 00:00:00,,,,1200000,26/10/2021 00:00:00,17722913,,5031736,,,57,CHOLMLEY GARDENS,,,,LONDON,NW6 1AJ,1B
Withdrawn,13188386,https://www.rightmove.co.uk/property-for-sale/property-113845178.html,R113845178,R92747,03/11/2021 00:00:00,,,,1600000,20/10/2021 00:00:00,17725279,,5062591,,,73,BROOMSLEIGH STREET,,,,LONDON,NW6 1QQ,2U
Withdrawn,13190255,https://www.rightmove.co.uk/property-for-sale/property-113826221.html,R113826221,R57096,03/11/2021 00:00:00,,,,2150000,26/10/2021 00:00:00,17738846,,202079580,,,75,KESLAKE ROAD,,,,LONDON,NW6 6DH,2N
Withdrawn,13207526,https://www.rightmove.co.uk/property-for-sale/property-72017976.html,R72017976,R15954,03/11/2021 00:00:00,,,,1750000,27/10/2021 00:00:00,15441536,,5300078369,,,29,RITCHIE STREET,,,,LONDON,N1 0EH,1Q
Withdrawn,13185476,https://www.rightmove.co.uk/property-for-sale/property-113925488.html,R113925488,R18933,03/11/2021 00:00:00,,,,2300000,26/10/2021 00:00:00,17713330,,5059076,,,15,WOODSOME ROAD,,,,LONDON,NW5 1RX,1E
Withdrawn,13209358,https://www.rightmove.co.uk/property-for-sale/property-114231113.html,R114231113,R50974,03/11/2021 00:00:00,,,,750000,22/10/2021 00:00:00,15447526,,5300069089,,,81,OFFORD ROAD,,,,LONDON,N1 1PG,1E
Withdrawn,13213565,https://www.rightmove.co.uk/property-for-sale/property-108333821.html,R108333821,R36269,03/11/2021 00:00:00,,,,1500000,27/10/2021 00:00:00,15474578,,5300034686,,,9,FROME STREET,,,,LONDON,N1 8PB,1W
Withdrawn,13214085,https://www.rightmove.co.uk/property-for-sale/property-109073789.html,R109073789,R36269,03/11/2021 00:00:00,,,,850000,21/10/2021 00:00:00,15478447,,5300097029,,,3,WHARFDALE ROAD,,,,LONDON,N1 9SB,1G
Withdrawn,13268991,https://www.rightmove.co.uk/property-for-sale/property-79996959.html,R79996959,R151760,03/11/2021 00:00:00,,,,400000,26/10/2021 00:00:00,15482622,,200077177,,,48,LYTTELTON ROAD,,,,LONDON,N2 0TW,1E
Withdrawn,13291120,https://www.rightmove.co.uk/property-for-sale/property-110015240.html,R110015240,R34194,03/11/2021 00:00:00,,,,2000000,20/10/2021 00:00:00,15519830,,5300007458,,,2,BATTLEDEAN ROAD,,,,LONDON,N5 1UZ,1G
Withdrawn,13291794,https://www.rightmove.co.uk/property-for-sale/property-111363872.html,R111363872,R48488,03/11/2021 00:00:00,,,,1600000,26/10/2021 00:00:00,15523052,,5300053822,,,69,KELROSS ROAD,,,,LONDON,N5 2QN,1W
Withdrawn,13298141,https://www.rightmove.co.uk/property-for-sale/property-113530496.html,R113530496,R15954,03/11/2021 00:00:00,,,,600000,23/10/2021 00:00:00,15549183,,5300053696,,,13,KEIGHLEY CLOSE,,,,LONDON,N7 9RT,1F
Withdrawn,13298635,https://www.rightmove.co.uk/property-for-sale/property-114920186.html,R114920186,R25052,03/11/2021 00:00:00,,,,800000,22/10/2021 00:00:00,15550196,,5300032182,,,26,EWE CLOSE,,,,LONDON,N7 9TL,1R
Withdrawn,13712807,https://www.rightmove.co.uk/property-for-sale/property-111816563.html,R111816563,R414,03/11/2021 00:00:00,,,,945000,26/10/2021 00:00:00,25492886,,100022302731,,,40,ALBERT ROAD,,,,RICHMOND,TW10 6DP,1X
Withdrawn,13712861,https://www.rightmove.co.uk/property-for-sale/property-111422930.html,R111422930,R122989,03/11/2021 00:00:00,,,,859950,20/10/2021 00:00:00,25492947,,100022319471,,,10,YORK ROAD,,,,RICHMOND,TW10 6DR,1B
Withdrawn,13713372,https://www.rightmove.co.uk/property-for-sale/property-107279795.html,R107279795,R37955,03/11/2021 00:00:00,,,,4750000,27/10/2021 00:00:00,25494021,,100022314298,,,33,QUEENS ROAD,,,,RICHMOND,TW10 6JX,1E
Withdrawn,13713749,https://www.rightmove.co.uk/property-for-sale/property-113079074.html,R113079074,R111257,03/11/2021 00:00:00,,,,1695000,26/10/2021 00:00:00,25495894,,100022313231,,,2,ORMOND ROAD,,,,RICHMOND,TW10 6TH,1B
Withdrawn,13714056,https://www.rightmove.co.uk/property-for-sale/property-113953565.html,R113953565,R48958,03/11/2021 00:00:00,,,,900000,22/10/2021 00:00:00,25496521,,100022313862,,,303,PETERSHAM ROAD,,,,RICHMOND,TW10 7DB,1H
Withdrawn,13771580,https://www.rightmove.co.uk/property-for-sale/property-109840394.html,R109840394,R84818,03/11/2021 00:00:00,,,,699950,26/10/2021 00:00:00,25414150,,100022339708,,,71,LISBON AVENUE,,,,TWICKENHAM,TW2 5HR,2T
Withdrawn,13772978,https://www.rightmove.co.uk/property-for-sale/property-115031552.html,R115031552,R5879,03/11/2021 00:00:00,,,,700000,27/10/2021 00:00:00,25416694,,100022334592,,,125,ELLERMAN AVENUE,,,,TWICKENHAM,TW2 6AB,1R
Withdrawn,13773257,https://www.rightmove.co.uk/property-for-sale/property-111891842.html,R111891842,R14653,03/11/2021 00:00:00,,,,719950,24/10/2021 00:00:00,25416980,,100022345596,,,3,SHERINGHAM AVENUE,,,,TWICKENHAM,TW2 6AW,1Z
Withdrawn,13778333,https://www.rightmove.co.uk/property-for-sale/property-81040563.html,R81040563,R84848,03/11/2021 00:00:00,,,,1130000,26/10/2021 00:00:00,25423718,,100022343680,,,98,REDWAY DRIVE,,,,TWICKENHAM,TW2 7NW,2P
Withdrawn,13806308,https://www.rightmove.co.uk/property-for-sale/property-112416272.html,R112416272,R84839,03/11/2021 00:00:00,,,,565000,26/10/2021 00:00:00,25461642,,100021568822,,,77,HARTHAM ROAD,,,,ISLEWORTH,TW7 5EY,1X
Withdrawn,13806323,https://www.rightmove.co.uk/property-for-sale/property-109483415.html,R109483415,R84839,03/11/2021 00:00:00,,,,595000,22/10/2021 00:00:00,25461658,,100021568853,,,115,HARTHAM ROAD,,,,ISLEWORTH,TW7 5EZ,1F
Withdrawn,13806542,https://www.rightmove.co.uk/property-for-sale/property-109491308.html,R109491308,R84839,03/11/2021 00:00:00,,,,850000,22/10/2021 00:00:00,25461879,,100021572760,,,72,ROXBOROUGH AVENUE,,,,ISLEWORTH,TW7 5HJ,2F
Withdrawn,13806599,https://www.rightmove.co.uk/property-for-sale/property-81575724.html,R81575724,R233849,03/11/2021 00:00:00,,,,900000,22/10/2021 00:00:00,25461936,,100021568731,,,83,HAREWOOD ROAD,,,,ISLEWORTH,TW7 5HN,2F
Withdrawn,13813133,https://www.rightmove.co.uk/property-for-sale/property-89822842.html,R89822842,R188915,03/11/2021 00:00:00,,,,800000,26/10/2021 00:00:00,25474681,,100021514542,,,26,HAMILTON ROAD,,,,BRENTFORD,TW8 0QE,1X
Withdrawn,13814134,https://www.rightmove.co.uk/property-for-sale/property-114679733.html,R114679733,R88636,03/11/2021 00:00:00,,,,599950,22/10/2021 00:00:00,25476663,,100021514788,,,34,HORNBEAM CRESCENT,,,,BRENTFORD,TW8 8NE,1E
Withdrawn,13817152,https://www.rightmove.co.uk/property-for-sale/property-78911490.html,R78911490,R36165,03/11/2021 00:00:00,,,,899950,20/10/2021 00:00:00,25484151,,100022303347,,,10,BEAUMONT AVENUE,,,,RICHMOND,TW9 2HE,1B
Withdrawn,14635264,https://www.rightmove.co.uk/property-for-sale/property-79906626.html,R79906626,R63858,03/11/2021 00:00:00,,,,450000,22/10/2021 00:00:00,25894889,,202077313,,,111,KILBURN LANE,,,,LONDON,W10 4AN,1B
Withdrawn,14636158,https://www.rightmove.co.uk/property-for-sale/property-109574966.html,R109574966,R49824,03/11/2021 00:00:00,,,,900000,20/10/2021 00:00:00,25896588,,100022778834,,,63,MARNE STREET,,,,LONDON,W10 4JF,1S
Withdrawn,14637692,https://www.rightmove.co.uk/property-for-sale/property-107517497.html,R107517497,R28746,03/11/2021 00:00:00,,,Reserved,1900000,27/10/2021 00:00:00,25905961,,217063394,,,155,OXFORD GARDENS,,,,LONDON,W10 6NE,1U
Withdrawn,14637756,https://www.rightmove.co.uk/property-for-sale/property-114035627.html,R114035627,R230237,03/11/2021 00:00:00,,,,1500000,27/10/2021 00:00:00,25906353,,217037479,,,15,HIGHLEVER ROAD,,,,LONDON,W10 6PP,1E
Withdrawn,14640722,https://www.rightmove.co.uk/property-for-sale/property-78329325.html,R78329325,R230534,03/11/2021 00:00:00,,,,575000,20/10/2021 00:00:00,25922098,,34003806,,,61,FITZNEAL STREET,,,,LONDON,W12 0BA,1P
Withdrawn,14642480,https://www.rightmove.co.uk/property-for-sale/property-111343673.html,R111343673,R84833,03/11/2021 00:00:00,,,,735000,21/10/2021 00:00:00,25924832,,34015218,,,92,THORPEBANK ROAD,,,,LONDON,W12 0PQ,3J
Withdrawn,14655717,https://www.rightmove.co.uk/property-for-sale/property-106169960.html,R106169960,R60378,03/11/2021 00:00:00,,,,7250000,25/10/2021 00:00:00,25770017,,100022803052,,,6,SOUTHWICK PLACE,,,,LONDON,W2 2TN,1H
Withdrawn,14662762,https://www.rightmove.co.uk/property-for-sale/property-110351198.html,R110351198,R204377,03/11/2021 00:00:00,,,,2500000,23/10/2021 00:00:00,25807446,,100021584025,,,41,ENNISMORE AVENUE,,,,LONDON,W4 1SE,1W
Withdrawn,14662995,https://www.rightmove.co.uk/property-for-sale/property-112936442.html,R112936442,R53940,03/11/2021 00:00:00,,,,1395000,23/10/2021 00:00:00,25808510,,100021583122,,,49,DUKE ROAD,,,,LONDON,W4 2BA,2B
Withdrawn,14664382,https://www.rightmove.co.uk/property-for-sale/property-81368572.html,R81368572,R84857,03/11/2021 00:00:00,,,,320000,21/10/2021 00:00:00,25811599,,100021578714,,,48,ANSTICE CLOSE,,,,LONDON,W4 2RL,1L
Withdrawn,14666220,https://www.rightmove.co.uk/property-for-sale/property-80171586.html,R80171586,R204377,03/11/2021 00:00:00,,,,2250000,23/10/2021 00:00:00,25819936,,100021578976,,,54,BARROWGATE ROAD,,,,LONDON,W4 4QY,1U
Withdrawn,14672989,https://www.rightmove.co.uk/property-for-sale/property-108524624.html,R108524624,R99680,03/11/2021 00:00:00,,,,2200000,26/10/2021 00:00:00,25844598,,34012430,,,33,BENBOW ROAD,,,,LONDON,W6 0AU,1H
Withdrawn,14673919,https://www.rightmove.co.uk/property-for-sale/property-88276093.html,R88276093,R60200,03/11/2021 00:00:00,,,,1200000,23/10/2021 00:00:00,25846305,,34005155,,,2,REDMORE ROAD,,,,LONDON,W6 0HZ,1Q
Withdrawn,14674261,https://www.rightmove.co.uk/property-for-sale/property-81594369.html,R81594369,R152222,03/11/2021 00:00:00,,,,1675000,27/10/2021 00:00:00,25847338,,34035164,,,17,ADIE ROAD,,,,LONDON,W6 0PW,1L
Withdrawn,14675275,https://www.rightmove.co.uk/property-for-sale/property-88601101.html,R88601101,R101813,03/11/2021 00:00:00,,,,575000,21/10/2021 00:00:00,25851658,,34035624,,,32,LENA GARDENS,,,,LONDON,W6 7PZ,1R
Withdrawn,14677537,https://www.rightmove.co.uk/property-for-sale/property-106006814.html,R106006814,R152222,03/11/2021 00:00:00,,,,440000,22/10/2021 00:00:00,25857171,,34007070,,,48,RIVERSIDE GARDENS,,,,LONDON,W6 9LE,3D
Withdrawn,14683837,https://www.rightmove.co.uk/property-for-sale/property-90854446.html,R90854446,R189221,03/11/2021 00:00:00,,,,3950000,20/10/2021 00:00:00,25873410,,217043881,,,81,KENSINGTON COURT,,,,LONDON,W8 5DT,1J
Withdrawn,14684265,https://www.rightmove.co.uk/property-for-sale/property-113396936.html,R113396936,R204992,03/11/2021 00:00:00,,,,3250000,23/10/2021 00:00:00,25876600,,217072894,,,6,RADLEY MEWS,,,,LONDON,W8 6JP,1Z
Withdrawn,15691267,https://www.rightmove.co.uk/property-for-sale/property-111774011.html,R111774011,R157376,03/11/2021 00:00:00,,,,325000,27/10/2021 00:00:00,8176614,,5300076876,FLAT 4,GASTIGNY HOUSE,,PLEYDELL ESTATE,LEVER STREET,,,LONDON,EC1V 3SU,2S
Withdrawn,15792802,https://www.rightmove.co.uk/property-for-sale/property-113210777.html,R113210777,R152222,03/11/2021 00:00:00,,,,800000,20/10/2021 00:00:00,7820393,,6034994,,,54,COOPERS CLOSE,,,,LONDON,E1 4BB,3N
Withdrawn,15795171,https://www.rightmove.co.uk/property-for-sale/property-75493698.html,R75493698,R73120,03/11/2021 00:00:00,,,,425000,23/10/2021 00:00:00,7826801,,6015172,FLAT 81,KINGWARD HOUSE,,HANBURY STREET,,,,LONDON,E1 5JS,2E
Withdrawn,15798730,https://www.rightmove.co.uk/property-for-sale/property-114652166.html,R114652166,R10387,03/11/2021 00:00:00,,,,475000,23/10/2021 00:00:00,7838453,,6009335,,,65,SPIRIT QUAY,,,,LONDON,E1W 2UT,4B
Withdrawn,15815756,https://www.rightmove.co.uk/property-for-sale/property-113268911.html,R113268911,R29376,03/11/2021 00:00:00,,,,550000,21/10/2021 00:00:00,8116093,,46069453,,,19,ST. MICHAELS CLOSE,,,,LONDON,E16 3TQ,1N
Withdrawn,15826776,https://www.rightmove.co.uk/property-for-sale/property-111322061.html,R111322061,R74963,03/11/2021 00:00:00,,,,318000,26/10/2021 00:00:00,7853864,,10008278518,7,MANSFIELD COURT,,WHISTON ROAD,,,,LONDON,E2 8BL,2D
Withdrawn,15828349,https://www.rightmove.co.uk/property-for-sale/property-80487291.html,R80487291,R16050,03/11/2021 00:00:00,,,,450000,20/10/2021 00:00:00,7856858,,6023400,FLAT 11,PRITCHARD HOUSE,,ADA PLACE,,,,LONDON,E2 9BA,1D
Withdrawn,15826402,https://www.rightmove.co.uk/property-for-sale/property-70089423.html,R70089423,R16050,03/11/2021 00:00:00,,,,550000,23/10/2021 00:00:00,7852760,,6004753,FLAT 94,GEORGE LOVELESS HOUSE,,DISS STREET,,,,LONDON,E2 7QZ,3F
Withdrawn,15832225,https://www.rightmove.co.uk/property-for-sale/property-102359012.html,R102359012,R65394,03/11/2021 00:00:00,,,,400000,24/10/2021 00:00:00,7871437,,6074486,FLAT 40,WELLINGTON BUILDINGS,,WELLINGTON WAY,,,,LONDON,E3 4NA,2T
Withdrawn,15844948,https://www.rightmove.co.uk/property-for-sale/property-114775100.html,R114775100,R194732,03/11/2021 00:00:00,,,,425000,26/10/2021 00:00:00,7938418,,46082582,,,5,YORK CLOSE,,,,LONDON,E6 5QN,3F
Withdrawn,15848277,https://www.rightmove.co.uk/property-for-sale/property-106513277.html,R106513277,R202958,03/11/2021 00:00:00,,,,900000,24/10/2021 00:00:00,7964996,,100021065129,,,19,PERCH STREET,,,,LONDON,E8 2EG,2A
Withdrawn,15850918,https://www.rightmove.co.uk/property-for-sale/property-110484833.html,R110484833,R73760,03/11/2021 00:00:00,,,,400000,20/10/2021 00:00:00,7975838,,10008273665,FLAT 12,DYCER HOUSE,,WICK ROAD,,,,LONDON,E9 5AS,1E
Withdrawn,16175491,https://www.rightmove.co.uk/property-for-sale/property-108462098.html,R108462098,R125260,03/11/2021 00:00:00,,,,750000,26/10/2021 00:00:00,12076678,,100021767353,,,36A,SOMERSET ROAD,,,,KINGSTON UPON THAMES,KT1 3EA,3J
Withdrawn,16175498,https://www.rightmove.co.uk/property-for-sale/property-109657958.html,R109657958,R84800,03/11/2021 00:00:00,,,,800000,22/10/2021 00:00:00,12076820,,100023057256,,,10,BONNER HILL ROAD,,,,KINGSTON UPON THAMES,KT1 3EP,1E
Withdrawn,16192313,https://www.rightmove.co.uk/property-for-sale/property-110351792.html,R110351792,R84869,03/11/2021 00:00:00,,,,539950,26/10/2021 00:00:00,12086307,,100021753166,FLAT 6,HOMINGTON COURT,,ALBANY PARK ROAD,,,,KINGSTON UPON THAMES,KT2 5SP,1R
Withdrawn,16193421,https://www.rightmove.co.uk/property-for-sale/property-115037813.html,R115037813,R103727,03/11/2021 00:00:00,,,Under offer,380000,27/10/2021 00:00:00,12090345,,128001829,FLAT 37,NORBITON HALL,,LONDON ROAD,,,,KINGSTON UPON THAMES,KT2 6RB,1L
Withdrawn,16737414,https://www.rightmove.co.uk/property-for-sale/property-112543088.html,R112543088,R82958,03/11/2021 00:00:00,,,,625000,21/10/2021 00:00:00,17643479,,100022723901,FLAT 27,CHALFONT COURT,,BAKER STREET,,,,LONDON,NW1 5RS,1Y
Withdrawn,16737585,https://www.rightmove.co.uk/property-for-sale/property-114146567.html,R114146567,R45441,03/11/2021 00:00:00,,,,580000,23/10/2021 00:00:00,17643938,,100022754924,FLAT 42,IVOR COURT,,GLOUCESTER PLACE,,,,LONDON,NW1 6BL,1W
Withdrawn,16737656,https://www.rightmove.co.uk/property-for-sale/property-78574560.html,R78574560,R45144,03/11/2021 00:00:00,,,,600000,27/10/2021 00:00:00,17644011,,100022754995,FLAT 113,IVOR COURT,,GLOUCESTER PLACE,,,,LONDON,NW1 6BS,1R
Withdrawn,16193931,https://www.rightmove.co.uk/property-for-sale/property-105280187.html,R105280187,R46562,03/11/2021 00:00:00,,,,3480000,23/10/2021 00:00:00,12092130,,100021757406,,ZANTA,,COOMBE PARK,,,,KINGSTON UPON THAMES,KT2 7JD,1L
Withdrawn,16744661,https://www.rightmove.co.uk/property-for-sale/property-110943626.html,R110943626,R190037,03/11/2021 00:00:00,,,,4500000,26/10/2021 00:00:00,17830101,,200081253,,,20,MIDDLEWAY,,,,LONDON,NW11 6SP,1F
Withdrawn,16750347,https://www.rightmove.co.uk/property-for-sale/property-111096437.html,R111096437,R36189,03/11/2021 00:00:00,,,,499950,21/10/2021 00:00:00,17682662,,5071888,,,66,MAITLAND PARK ROAD,,,,LONDON,NW3 2HA,2B
Withdrawn,16757594,https://www.rightmove.co.uk/property-for-sale/property-99673475.html,R99673475,R18933,03/11/2021 00:00:00,,,,450000,27/10/2021 00:00:00,17713514,,5077933,,,63C,DARTMOUTH PARK ROAD,,,,LONDON,NW5 1SL,1S
Withdrawn,16758997,https://www.rightmove.co.uk/property-for-sale/property-110600651.html,R110600651,R37304,03/11/2021 00:00:00,,,,850000,26/10/2021 00:00:00,17723176,,5077447,,,16A,HOLMDALE ROAD,,,,LONDON,NW6 1BS,1F
Withdrawn,16763237,https://www.rightmove.co.uk/property-for-sale/property-112543625.html,R112543625,R71401,03/11/2021 00:00:00,,,,525000,26/10/2021 00:00:00,17741748,,202020004,,,15A,GLENGALL ROAD,,,,LONDON,NW6 7EL,2N
Withdrawn,16771568,https://www.rightmove.co.uk/property-for-sale/property-74688702.html,R74688702,R15960,03/11/2021 00:00:00,,,,650000,22/10/2021 00:00:00,17770218,,100022760684,FLAT 49,BRONWEN COURT,,GROVE END ROAD,,,,LONDON,NW8 9RX,1W
Withdrawn,16800321,https://www.rightmove.co.uk/property-for-sale/property-114200195.html,R114200195,R24437,03/11/2021 00:00:00,,,,250000,20/10/2021 00:00:00,15661997,,100021036122,,,74C,DARENTH ROAD,,,,LONDON,N16 6ED,1W
Withdrawn,16802198,https://www.rightmove.co.uk/property-for-sale/property-75161337.html,R75161337,R77252,03/11/2021 00:00:00,,,,375000,22/10/2021 00:00:00,15671176,,5300010878,FLAT 19,CAMPION HOUSE,,MAYVILLE ESTATE,,,,LONDON,N16 8LN,1P
Withdrawn,16822446,https://www.rightmove.co.uk/property-for-sale/property-114143264.html,R114143264,R38346,03/11/2021 00:00:00,,,,625000,22/10/2021 00:00:00,15516057,,100021216113,,,18B,QUERNMORE ROAD,,,,LONDON,N4 4QX,1L
Withdrawn,16827413,https://www.rightmove.co.uk/property-for-sale/property-81529647.html,R81529647,R54266,03/11/2021 00:00:00,,,,550000,20/10/2021 00:00:00,15537383,,5300048281,,,375A,HOLLOWAY ROAD,,,,LONDON,N7 0RN,2T
Withdrawn,17154319,https://www.rightmove.co.uk/property-for-sale/property-111903860.html,R111903860,R40512,03/11/2021 00:00:00,,,,400000,20/10/2021 00:00:00,21446549,,200003357646,FLAT 450,DEVON MANSIONS,,TOOLEY STREET,,,,LONDON,SE1 2XJ,1W
Withdrawn,17159018,https://www.rightmove.co.uk/property-for-sale/property-77398848.html,R77398848,R35405,03/11/2021 00:00:00,,,,460000,20/10/2021 00:00:00,21462240,,200003373183,FLAT 75,STEPHENSON HOUSE,,BATH TERRACE,,,,LONDON,SE1 6PR,2Y
Withdrawn,17163237,https://www.rightmove.co.uk/property-for-sale/property-109780841.html,R109780841,R48285,03/11/2021 00:00:00,,,,1350000,22/10/2021 00:00:00,21605452,,100020971375,,,62,GREENWICH PARK STREET,,,,LONDON,SE10 9LT,1X
Withdrawn,17161896,https://www.rightmove.co.uk/property-for-sale/property-111696833.html,R111696833,R48285,03/11/2021 00:00:00,,,,300000,27/10/2021 00:00:00,21600203,,100020941179,FLAT 14,DOVER COURT,,BLACKHEATH HILL,,,,LONDON,SE10 8DF,1E
Withdrawn,17166938,https://www.rightmove.co.uk/property-for-sale/property-110012549.html,R110012549,R230516,03/11/2021 00:00:00,,,,400000,22/10/2021 00:00:00,21613690,,100021826073,FLAT 10,KILNER HOUSE,,CLAYTON STREET,,,,LONDON,SE11 5SE,1B
